detection_path,path,coordinates,outputs,original,translation,translated,text_en,deepl
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/010.json,images/boureisougi/ja/010.jpg,"[449, 95, 46, 97]",<text>１０</text><translation>10</translation><text>それと？</text><translation>And what about?</translation><text>．．．誰だって</text><translation>...Anyone would</translation><text>それと．．．</text><translation>And...</translation><text>/</text><translation>/</translation><text>ん。</text><translation>Hmm.</translation><text>．．．何でもないわ！！</text><translation>...It's nothing!!</translation><text>他の代理を立てて頂戴！</text><translation>Please appoint another agent!</translation><text>アタシは認めないわ！！</text><translation>I won't accept it!!</translation><text>とにかく！</text><translation>Anyway!</translation><text>何がわかるのよッ</text><translation>What do you know anyway!</translation><text>．．．アンタに</text><translation>...To you</translation><text>ハハ．．．</text><translation>Haha...</translation>,何がわかるのよッ,What do you know anyway!,(What do you know?),do you know ?!,What do you know?
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/011.json,images/boureisougi/ja/011.jpg,"[594, 1010, 47, 100]","<text>プ</text><translation>Pu</translation><text>顔と演技力は確かですけど</text><translation>Her looks and acting skills are certainly reliable, but...</translation><text>中身が．．．ねえ？</text><translation>The content... huh?</translation><text>ぶっちゃけ好感度も良くないでしょ？</text><translation>Frankly, her likability isn't great, right?</translation><text>え</text><translation>Eh?</translation><text>桜野ツバメさんの死の真相に迫っていきた</text><translation>I wanted to get to the truth of Sakura no Tsubame's death.</translation><text>あくまで噂ですが</text><translation>This is just a rumor, but...</translation><text>ＣＭの後は引き続き</text><translation>After the CM, it continued</translation><text>というと？</text><translation>What do you mean?</translation><text>まぁいわゆる枕とか．．．新人潰しとかですね</text><translation>Well, you know, things like pillows... and crushing newbies.</translation><text>世の中では様々な噂に溢れていますが</text><translation>The world is full of various rumors, but...</translation><text>彼女は芸能界の中でも変わり者でしたから</text><translation>She was a bit of an oddball even in the entertainment industry.</translation><text>皆様はどうお考えですか？</text><translation>What do you think, everyone?</translation><text>誰かに殺されたという噂も立っていますよね</text><translation>There are also rumors that she was killed by someone, right?</translation><text>美人女優である桜野ツバメの交通事故死</text><translation>The traffic accident death of the beautiful actress Sakura no Tsubame</translation><text>う</text><translation>U</translation><text>．．．</text><translation>...</translation><text>やだっ</text><translation>No way!</translation><text>あはっ</text><translation>Aha!</translation><text>っちゃ</text><translation>Chya</translation><text>？</text><translation>?</translation><text>．．</text><translation>..</translation><text>らっしゃい！</text><translation>Welcome back!</translation><text>寂しいもんですよねぇ</text><translation>It's lonely, isn't it?</translation><text>いや、</text><translation>No,</translation><text>後悔だらけのお別れは</text><translation>A farewell full of regrets is</translation>",顔と演技力は確かですけど,"Her looks and acting skills are certainly reliable, but...","Her face and acting skills are solid, though",though she had the looks and good acting,"I'm sure he's got the face and the acting chops, but..."
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/011.json,images/boureisougi/ja/011.jpg,"[80, 900, 63, 129]","<text>プ</text><translation>Pu</translation><text>顔と演技力は確かですけど</text><translation>Her looks and acting skills are certainly reliable, but...</translation><text>中身が．．．ねえ？</text><translation>The content... huh?</translation><text>ぶっちゃけ好感度も良くないでしょ？</text><translation>Frankly, her likability isn't great, right?</translation><text>え</text><translation>Eh?</translation><text>桜野ツバメさんの死の真相に迫っていきた</text><translation>I wanted to get to the truth of Sakura no Tsubame's death.</translation><text>あくまで噂ですが</text><translation>This is just a rumor, but...</translation><text>ＣＭの後は引き続き</text><translation>After the CM, it continued</translation><text>というと？</text><translation>What do you mean?</translation><text>まぁいわゆる枕とか．．．新人潰しとかですね</text><translation>Well, you know, things like pillows... and crushing newbies.</translation><text>世の中では様々な噂に溢れていますが</text><translation>The world is full of various rumors, but...</translation><text>彼女は芸能界の中でも変わり者でしたから</text><translation>She was a bit of an oddball even in the entertainment industry.</translation><text>皆様はどうお考えですか？</text><translation>What do you think, everyone?</translation><text>誰かに殺されたという噂も立っていますよね</text><translation>There are also rumors that she was killed by someone, right?</translation><text>美人女優である桜野ツバメの交通事故死</text><translation>The traffic accident death of the beautiful actress Sakura no Tsubame</translation><text>う</text><translation>U</translation><text>．．．</text><translation>...</translation><text>やだっ</text><translation>No way!</translation><text>あはっ</text><translation>Aha!</translation><text>っちゃ</text><translation>Chya</translation><text>？</text><translation>?</translation><text>．．</text><translation>..</translation><text>らっしゃい！</text><translation>Welcome back!</translation><text>寂しいもんですよねぇ</text><translation>It's lonely, isn't it?</translation><text>いや、</text><translation>No,</translation><text>後悔だらけのお別れは</text><translation>A farewell full of regrets is</translation>",桜野ツバメさんの死の真相に迫っていきた,I wanted to get to the truth of Sakura no Tsubame's death.,I want to get closer to the truth of Sakurai Tsubame's death,...the program continues after the commercial break,I wanted to get to the bottom of the truth of Mr. Sakurano Tsubame's death.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/011.json,images/boureisougi/ja/011.jpg,"[449, 889, 43, 65]","<text>プ</text><translation>Pu</translation><text>顔と演技力は確かですけど</text><translation>Her looks and acting skills are certainly reliable, but...</translation><text>中身が．．．ねえ？</text><translation>The content... huh?</translation><text>ぶっちゃけ好感度も良くないでしょ？</text><translation>Frankly, her likability isn't great, right?</translation><text>え</text><translation>Eh?</translation><text>桜野ツバメさんの死の真相に迫っていきた</text><translation>I wanted to get to the truth of Sakura no Tsubame's death.</translation><text>あくまで噂ですが</text><translation>This is just a rumor, but...</translation><text>ＣＭの後は引き続き</text><translation>After the CM, it continued</translation><text>というと？</text><translation>What do you mean?</translation><text>まぁいわゆる枕とか．．．新人潰しとかですね</text><translation>Well, you know, things like pillows... and crushing newbies.</translation><text>世の中では様々な噂に溢れていますが</text><translation>The world is full of various rumors, but...</translation><text>彼女は芸能界の中でも変わり者でしたから</text><translation>She was a bit of an oddball even in the entertainment industry.</translation><text>皆様はどうお考えですか？</text><translation>What do you think, everyone?</translation><text>誰かに殺されたという噂も立っていますよね</text><translation>There are also rumors that she was killed by someone, right?</translation><text>美人女優である桜野ツバメの交通事故死</text><translation>The traffic accident death of the beautiful actress Sakura no Tsubame</translation><text>う</text><translation>U</translation><text>．．．</text><translation>...</translation><text>やだっ</text><translation>No way!</translation><text>あはっ</text><translation>Aha!</translation><text>っちゃ</text><translation>Chya</translation><text>？</text><translation>?</translation><text>．．</text><translation>..</translation><text>らっしゃい！</text><translation>Welcome back!</translation><text>寂しいもんですよねぇ</text><translation>It's lonely, isn't it?</translation><text>いや、</text><translation>No,</translation><text>後悔だらけのお別れは</text><translation>A farewell full of regrets is</translation>",あくまで噂ですが,"This is just a rumor, but...",It's just a rumor,but they're only rumors.,It's just a rumor.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/011.json,images/boureisougi/ja/011.jpg,"[619, 641, 58, 104]","<text>プ</text><translation>Pu</translation><text>顔と演技力は確かですけど</text><translation>Her looks and acting skills are certainly reliable, but...</translation><text>中身が．．．ねえ？</text><translation>The content... huh?</translation><text>ぶっちゃけ好感度も良くないでしょ？</text><translation>Frankly, her likability isn't great, right?</translation><text>え</text><translation>Eh?</translation><text>桜野ツバメさんの死の真相に迫っていきた</text><translation>I wanted to get to the truth of Sakura no Tsubame's death.</translation><text>あくまで噂ですが</text><translation>This is just a rumor, but...</translation><text>ＣＭの後は引き続き</text><translation>After the CM, it continued</translation><text>というと？</text><translation>What do you mean?</translation><text>まぁいわゆる枕とか．．．新人潰しとかですね</text><translation>Well, you know, things like pillows... and crushing newbies.</translation><text>世の中では様々な噂に溢れていますが</text><translation>The world is full of various rumors, but...</translation><text>彼女は芸能界の中でも変わり者でしたから</text><translation>She was a bit of an oddball even in the entertainment industry.</translation><text>皆様はどうお考えですか？</text><translation>What do you think, everyone?</translation><text>誰かに殺されたという噂も立っていますよね</text><translation>There are also rumors that she was killed by someone, right?</translation><text>美人女優である桜野ツバメの交通事故死</text><translation>The traffic accident death of the beautiful actress Sakura no Tsubame</translation><text>う</text><translation>U</translation><text>．．．</text><translation>...</translation><text>やだっ</text><translation>No way!</translation><text>あはっ</text><translation>Aha!</translation><text>っちゃ</text><translation>Chya</translation><text>？</text><translation>?</translation><text>．．</text><translation>..</translation><text>らっしゃい！</text><translation>Welcome back!</translation><text>寂しいもんですよねぇ</text><translation>It's lonely, isn't it?</translation><text>いや、</text><translation>No,</translation><text>後悔だらけのお別れは</text><translation>A farewell full of regrets is</translation>",世の中では様々な噂に溢れていますが,"The world is full of various rumors, but...",There are many rumors circulating in the world,there are many rumors about it...,The world is full of all kinds of rumors.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/011.json,images/boureisougi/ja/011.jpg,"[71, 620, 58, 129]","<text>プ</text><translation>Pu</translation><text>顔と演技力は確かですけど</text><translation>Her looks and acting skills are certainly reliable, but...</translation><text>中身が．．．ねえ？</text><translation>The content... huh?</translation><text>ぶっちゃけ好感度も良くないでしょ？</text><translation>Frankly, her likability isn't great, right?</translation><text>え</text><translation>Eh?</translation><text>桜野ツバメさんの死の真相に迫っていきた</text><translation>I wanted to get to the truth of Sakura no Tsubame's death.</translation><text>あくまで噂ですが</text><translation>This is just a rumor, but...</translation><text>ＣＭの後は引き続き</text><translation>After the CM, it continued</translation><text>というと？</text><translation>What do you mean?</translation><text>まぁいわゆる枕とか．．．新人潰しとかですね</text><translation>Well, you know, things like pillows... and crushing newbies.</translation><text>世の中では様々な噂に溢れていますが</text><translation>The world is full of various rumors, but...</translation><text>彼女は芸能界の中でも変わり者でしたから</text><translation>She was a bit of an oddball even in the entertainment industry.</translation><text>皆様はどうお考えですか？</text><translation>What do you think, everyone?</translation><text>誰かに殺されたという噂も立っていますよね</text><translation>There are also rumors that she was killed by someone, right?</translation><text>美人女優である桜野ツバメの交通事故死</text><translation>The traffic accident death of the beautiful actress Sakura no Tsubame</translation><text>う</text><translation>U</translation><text>．．．</text><translation>...</translation><text>やだっ</text><translation>No way!</translation><text>あはっ</text><translation>Aha!</translation><text>っちゃ</text><translation>Chya</translation><text>？</text><translation>?</translation><text>．．</text><translation>..</translation><text>らっしゃい！</text><translation>Welcome back!</translation><text>寂しいもんですよねぇ</text><translation>It's lonely, isn't it?</translation><text>いや、</text><translation>No,</translation><text>後悔だらけのお別れは</text><translation>A farewell full of regrets is</translation>",彼女は芸能界の中でも変わり者でしたから,She was a bit of an oddball even in the entertainment industry.,She was a standout in the entertainment industry,she was kind of eccentric in the entertainment industry,She was an oddity in the entertainment world.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/011.json,images/boureisougi/ja/011.jpg,"[184, 558, 58, 143]","<text>プ</text><translation>Pu</translation><text>顔と演技力は確かですけど</text><translation>Her looks and acting skills are certainly reliable, but...</translation><text>中身が．．．ねえ？</text><translation>The content... huh?</translation><text>ぶっちゃけ好感度も良くないでしょ？</text><translation>Frankly, her likability isn't great, right?</translation><text>え</text><translation>Eh?</translation><text>桜野ツバメさんの死の真相に迫っていきた</text><translation>I wanted to get to the truth of Sakura no Tsubame's death.</translation><text>あくまで噂ですが</text><translation>This is just a rumor, but...</translation><text>ＣＭの後は引き続き</text><translation>After the CM, it continued</translation><text>というと？</text><translation>What do you mean?</translation><text>まぁいわゆる枕とか．．．新人潰しとかですね</text><translation>Well, you know, things like pillows... and crushing newbies.</translation><text>世の中では様々な噂に溢れていますが</text><translation>The world is full of various rumors, but...</translation><text>彼女は芸能界の中でも変わり者でしたから</text><translation>She was a bit of an oddball even in the entertainment industry.</translation><text>皆様はどうお考えですか？</text><translation>What do you think, everyone?</translation><text>誰かに殺されたという噂も立っていますよね</text><translation>There are also rumors that she was killed by someone, right?</translation><text>美人女優である桜野ツバメの交通事故死</text><translation>The traffic accident death of the beautiful actress Sakura no Tsubame</translation><text>う</text><translation>U</translation><text>．．．</text><translation>...</translation><text>やだっ</text><translation>No way!</translation><text>あはっ</text><translation>Aha!</translation><text>っちゃ</text><translation>Chya</translation><text>？</text><translation>?</translation><text>．．</text><translation>..</translation><text>らっしゃい！</text><translation>Welcome back!</translation><text>寂しいもんですよねぇ</text><translation>It's lonely, isn't it?</translation><text>いや、</text><translation>No,</translation><text>後悔だらけのお別れは</text><translation>A farewell full of regrets is</translation>",誰かに殺されたという噂も立っていますよね,"There are also rumors that she was killed by someone, right?",There are rumors that she was killed by someone,Some people say that she was murdered...,There have been rumors that someone killed him.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/011.json,images/boureisougi/ja/011.jpg,"[704, 548, 58, 105]","<text>プ</text><translation>Pu</translation><text>顔と演技力は確かですけど</text><translation>Her looks and acting skills are certainly reliable, but...</translation><text>中身が．．．ねえ？</text><translation>The content... huh?</translation><text>ぶっちゃけ好感度も良くないでしょ？</text><translation>Frankly, her likability isn't great, right?</translation><text>え</text><translation>Eh?</translation><text>桜野ツバメさんの死の真相に迫っていきた</text><translation>I wanted to get to the truth of Sakura no Tsubame's death.</translation><text>あくまで噂ですが</text><translation>This is just a rumor, but...</translation><text>ＣＭの後は引き続き</text><translation>After the CM, it continued</translation><text>というと？</text><translation>What do you mean?</translation><text>まぁいわゆる枕とか．．．新人潰しとかですね</text><translation>Well, you know, things like pillows... and crushing newbies.</translation><text>世の中では様々な噂に溢れていますが</text><translation>The world is full of various rumors, but...</translation><text>彼女は芸能界の中でも変わり者でしたから</text><translation>She was a bit of an oddball even in the entertainment industry.</translation><text>皆様はどうお考えですか？</text><translation>What do you think, everyone?</translation><text>誰かに殺されたという噂も立っていますよね</text><translation>There are also rumors that she was killed by someone, right?</translation><text>美人女優である桜野ツバメの交通事故死</text><translation>The traffic accident death of the beautiful actress Sakura no Tsubame</translation><text>う</text><translation>U</translation><text>．．．</text><translation>...</translation><text>やだっ</text><translation>No way!</translation><text>あはっ</text><translation>Aha!</translation><text>っちゃ</text><translation>Chya</translation><text>？</text><translation>?</translation><text>．．</text><translation>..</translation><text>らっしゃい！</text><translation>Welcome back!</translation><text>寂しいもんですよねぇ</text><translation>It's lonely, isn't it?</translation><text>いや、</text><translation>No,</translation><text>後悔だらけのお別れは</text><translation>A farewell full of regrets is</translation>",美人女優である桜野ツバメの交通事故死,The traffic accident death of the beautiful actress Sakura no Tsubame,The death of beautiful actress Sakurai Tsubame in a car accident,actress tsubame sakurano's death in a traffic accident,"Death in a traffic accident of a beautiful actress, Sakurano Tsubame."
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/011.json,images/boureisougi/ja/011.jpg,"[611, 231, 45, 86]","<text>プ</text><translation>Pu</translation><text>顔と演技力は確かですけど</text><translation>Her looks and acting skills are certainly reliable, but...</translation><text>中身が．．．ねえ？</text><translation>The content... huh?</translation><text>ぶっちゃけ好感度も良くないでしょ？</text><translation>Frankly, her likability isn't great, right?</translation><text>え</text><translation>Eh?</translation><text>桜野ツバメさんの死の真相に迫っていきた</text><translation>I wanted to get to the truth of Sakura no Tsubame's death.</translation><text>あくまで噂ですが</text><translation>This is just a rumor, but...</translation><text>ＣＭの後は引き続き</text><translation>After the CM, it continued</translation><text>というと？</text><translation>What do you mean?</translation><text>まぁいわゆる枕とか．．．新人潰しとかですね</text><translation>Well, you know, things like pillows... and crushing newbies.</translation><text>世の中では様々な噂に溢れていますが</text><translation>The world is full of various rumors, but...</translation><text>彼女は芸能界の中でも変わり者でしたから</text><translation>She was a bit of an oddball even in the entertainment industry.</translation><text>皆様はどうお考えですか？</text><translation>What do you think, everyone?</translation><text>誰かに殺されたという噂も立っていますよね</text><translation>There are also rumors that she was killed by someone, right?</translation><text>美人女優である桜野ツバメの交通事故死</text><translation>The traffic accident death of the beautiful actress Sakura no Tsubame</translation><text>う</text><translation>U</translation><text>．．．</text><translation>...</translation><text>やだっ</text><translation>No way!</translation><text>あはっ</text><translation>Aha!</translation><text>っちゃ</text><translation>Chya</translation><text>？</text><translation>?</translation><text>．．</text><translation>..</translation><text>らっしゃい！</text><translation>Welcome back!</translation><text>寂しいもんですよねぇ</text><translation>It's lonely, isn't it?</translation><text>いや、</text><translation>No,</translation><text>後悔だらけのお別れは</text><translation>A farewell full of regrets is</translation>",寂しいもんですよねぇ,"It's lonely, isn't it?","It's so lonely, isn't it?",that's sad for everybody,"It's lonely, isn't it?"
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/011.json,images/boureisougi/ja/011.jpg,"[684, 114, 45, 99]","<text>プ</text><translation>Pu</translation><text>顔と演技力は確かですけど</text><translation>Her looks and acting skills are certainly reliable, but...</translation><text>中身が．．．ねえ？</text><translation>The content... huh?</translation><text>ぶっちゃけ好感度も良くないでしょ？</text><translation>Frankly, her likability isn't great, right?</translation><text>え</text><translation>Eh?</translation><text>桜野ツバメさんの死の真相に迫っていきた</text><translation>I wanted to get to the truth of Sakura no Tsubame's death.</translation><text>あくまで噂ですが</text><translation>This is just a rumor, but...</translation><text>ＣＭの後は引き続き</text><translation>After the CM, it continued</translation><text>というと？</text><translation>What do you mean?</translation><text>まぁいわゆる枕とか．．．新人潰しとかですね</text><translation>Well, you know, things like pillows... and crushing newbies.</translation><text>世の中では様々な噂に溢れていますが</text><translation>The world is full of various rumors, but...</translation><text>彼女は芸能界の中でも変わり者でしたから</text><translation>She was a bit of an oddball even in the entertainment industry.</translation><text>皆様はどうお考えですか？</text><translation>What do you think, everyone?</translation><text>誰かに殺されたという噂も立っていますよね</text><translation>There are also rumors that she was killed by someone, right?</translation><text>美人女優である桜野ツバメの交通事故死</text><translation>The traffic accident death of the beautiful actress Sakura no Tsubame</translation><text>う</text><translation>U</translation><text>．．．</text><translation>...</translation><text>やだっ</text><translation>No way!</translation><text>あはっ</text><translation>Aha!</translation><text>っちゃ</text><translation>Chya</translation><text>？</text><translation>?</translation><text>．．</text><translation>..</translation><text>らっしゃい！</text><translation>Welcome back!</translation><text>寂しいもんですよねぇ</text><translation>It's lonely, isn't it?</translation><text>いや、</text><translation>No,</translation><text>後悔だらけのお別れは</text><translation>A farewell full of regrets is</translation>",後悔だらけのお別れは,A farewell full of regrets is,A farewell filled with regret,A farewell full of regrets,Saying goodbye full of regrets is
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/012.json,images/boureisougi/ja/012.jpg,"[81, 306, 30, 62]",<text>あれ？</text><translation>Huh?</translation><text>．．．って</text><translation>...Huh?</translation><text>お待たせしました！</text><translation>Sorry for keeping you waiting!</translation><text>んン</text><translation>Mm</translation><text>これ４番テーブルに持ってって！</text><translation>Take this to table four!</translation><text>すずめちゃん！</text><translation>Suzume-chan!</translation><text>はいっ</text><translation>Yes!</translation><text>見てたのにぃ</text><translation>I was watching you...</translation><text>あ！</text><translation>Ah!</translation>,はいっ,Yes!,Yes!,Okay!,"hello (on phone, replying to ""moshimoshi"")"
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/012.json,images/boureisougi/ja/012.jpg,"[569, 178, 28, 97]",<text>あれ？</text><translation>Huh?</translation><text>．．．って</text><translation>...Huh?</translation><text>お待たせしました！</text><translation>Sorry for keeping you waiting!</translation><text>んン</text><translation>Mm</translation><text>これ４番テーブルに持ってって！</text><translation>Take this to table four!</translation><text>すずめちゃん！</text><translation>Suzume-chan!</translation><text>はいっ</text><translation>Yes!</translation><text>見てたのにぃ</text><translation>I was watching you...</translation><text>あ！</text><translation>Ah!</translation>,見てたのにぃ,I was watching you...,"I saw it, you know.",i was watching it!,I was watching you.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/013.json,images/boureisougi/ja/013.jpg,"[706, 784, 64, 143]","<text>あ．．．</text><translation>Ah...</translation><text>．．．．．．？</text><translation>......?</translation><text>できるだけお姉ちゃんに負担がかからないように．．．</text><translation>I want to make sure I don't burden my sister as much as possible...</translation><text>学校に通うのにもお金が要りますから！１日だって休めませんっ</text><translation>It costs money to go to school too! I can't take even one day off!</translation><text>自分でも稼ぎながら専門学校に通っているんですね</text><translation>You're attending a vocational school while working part-time, huh?</translation><text>でしょう？</text><translation>Right?</translation><text>当店自慢の味なんですよ！</text><translation>This is our shop's pride and joy flavor!</translation><text>ラーメン美味しかったです</text><translation>The ramen was delicious.</translation><text>ドウモ</text><translation>Thank you</translation><text>っ</text><translation>!</translation><text>うわ、</text><translation>Wow,</translation><text>うん．．．</text><translation>Yeah...</translation><text>葬儀屋さん？</text><translation>A funeral home worker?</translation><text>．．．</text><translation>...</translation>",自分で稼ぎながら専門学校に通っているんですね,"So you're working to earn your own money while attending a vocational school, huh?","(You're working and attending a vocational school, right?)",Are you working to earn your own tuition?,You're earning your own money and attending technical school.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/013.json,images/boureisougi/ja/013.jpg,"[665, 533, 44, 129]","<text>あ．．．</text><translation>Ah...</translation><text>．．．．．．？</text><translation>......?</translation><text>できるだけお姉ちゃんに負担がかからないように．．．</text><translation>I want to make sure I don't burden my sister as much as possible...</translation><text>学校に通うのにもお金が要りますから！１日だって休めませんっ</text><translation>It costs money to go to school too! I can't take even one day off!</translation><text>自分でも稼ぎながら専門学校に通っているんですね</text><translation>You're attending a vocational school while working part-time, huh?</translation><text>でしょう？</text><translation>Right?</translation><text>当店自慢の味なんですよ！</text><translation>This is our shop's pride and joy flavor!</translation><text>ラーメン美味しかったです</text><translation>The ramen was delicious.</translation><text>ドウモ</text><translation>Thank you</translation><text>っ</text><translation>!</translation><text>うわ、</text><translation>Wow,</translation><text>うん．．．</text><translation>Yeah...</translation><text>葬儀屋さん？</text><translation>A funeral home worker?</translation><text>．．．</text><translation>...</translation>",ラーメン美味しかったです,The ramen was delicious.,(The ramen was delicious),the ramen was delicious!,The ramen was delicious!
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/013.json,images/boureisougi/ja/013.jpg,"[174, 331, 28, 63]","<text>あ．．．</text><translation>Ah...</translation><text>．．．．．．？</text><translation>......?</translation><text>できるだけお姉ちゃんに負担がかからないように．．．</text><translation>I want to make sure I don't burden my sister as much as possible...</translation><text>学校に通うのにもお金が要りますから！１日だって休めませんっ</text><translation>It costs money to go to school too! I can't take even one day off!</translation><text>自分でも稼ぎながら専門学校に通っているんですね</text><translation>You're attending a vocational school while working part-time, huh?</translation><text>でしょう？</text><translation>Right?</translation><text>当店自慢の味なんですよ！</text><translation>This is our shop's pride and joy flavor!</translation><text>ラーメン美味しかったです</text><translation>The ramen was delicious.</translation><text>ドウモ</text><translation>Thank you</translation><text>っ</text><translation>!</translation><text>うわ、</text><translation>Wow,</translation><text>うん．．．</text><translation>Yeah...</translation><text>葬儀屋さん？</text><translation>A funeral home worker?</translation><text>．．．</text><translation>...</translation>",ドウモ,Thank you,(Domo),Hi.,water yam (Dioscorea alata)
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/014.json,images/boureisougi/ja/014.jpg,"[117, 760, 45, 97]",<text>ここって．．</text><translation>This place...</translation><text>お姉さんが今いるトコロ</text><translation>The place where my sister is now</translation><text>？</text><translation>?</translation><text>どこに！？</text><translation>Where!?</translation><text>い</text><translation>Go</translation><text>えっ</text><translation>Huh?</translation><text>い</text><translation>Go</translation><text>行きましょうか</text><translation>Shall we go?</translation><text>．．．</text><translation>...</translation><text>．．．</text><translation>...</translation><text>＾</text><translation>^</translation><text>！</text><translation>!</translation>,お姉さんが今いるトコロ,The place where my sister is now,The place where my sister is now,to your sister.,Where your sister is now.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/014.json,images/boureisougi/ja/014.jpg,"[92, 317, 27, 39]",<text>ここって．．</text><translation>This place...</translation><text>お姉さんが今いるトコロ</text><translation>The place where my sister is now</translation><text>？</text><translation>?</translation><text>どこに！？</text><translation>Where!?</translation><text>い</text><translation>Go</translation><text>えっ</text><translation>Huh?</translation><text>い</text><translation>Go</translation><text>行きましょうか</text><translation>Shall we go?</translation><text>．．．</text><translation>...</translation><text>．．．</text><translation>...</translation><text>＾</text><translation>^</translation><text>！</text><translation>!</translation>,えっ,Huh?,What?,huh ?,What's up?
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/014.json,images/boureisougi/ja/014.jpg,"[201, 163, 28, 113]",<text>ここって．．</text><translation>This place...</translation><text>お姉さんが今いるトコロ</text><translation>The place where my sister is now</translation><text>？</text><translation>?</translation><text>どこに！？</text><translation>Where!?</translation><text>い</text><translation>Go</translation><text>えっ</text><translation>Huh?</translation><text>い</text><translation>Go</translation><text>行きましょうか</text><translation>Shall we go?</translation><text>．．．</text><translation>...</translation><text>．．．</text><translation>...</translation><text>＾</text><translation>^</translation><text>！</text><translation>!</translation>,行きましょうか,Shall we go?,Shall we go?,let's go,shall we go?
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/015.json,images/boureisougi/ja/015.jpg,"[521, 1061, 28, 70]","<text>お姉さん</text><translation>Sister</translation><text>葬儀屋さんも冗談とか言うんですか</text><translation>Do funeral home staff also make jokes?</translation><text>どうぞ枢へくるる）と呼んでください</text><translation>Please call me ""Kururu"" as well.</translation><text>ふふ</text><translation>Huh huh</translation><text>実はここにいるんですよ</text><translation>Actually, I'm right here.</translation><text>大切な人のそば</text><translation>By the side of someone important</translation><text>そして三つ目は</text><translation>And the third one is</translation><text>ってね</text><translation>You know</translation><text>二つ目は遺骨が埋葬されている場所</text><translation>The second one is where the ashes are buried</translation><text>一つ目は亡くなった場所</text><translation>The first one is where they passed away</translation><text>幽霊はね</text><translation>Ghosts are</translation><text>居場所が決まっているんです</text><translation>They have a fixed place to stay</translation>",お姉さん,Sister,(translated English text here),she's here now.,elder sister
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/boureisougi/ja/015.json,images/boureisougi/ja/015.jpg,"[322, 831, 63, 101]","<text>お姉さん</text><translation>Sister</translation><text>葬儀屋さんも冗談とか言うんですか</text><translation>Do funeral home staff also make jokes?</translation><text>どうぞ枢へくるる）と呼んでください</text><translation>Please call me ""Kururu"" as well.</translation><text>ふふ</text><translation>Huh huh</translation><text>実はここにいるんですよ</text><translation>Actually, I'm right here.</translation><text>大切な人のそば</text><translation>By the side of someone important</translation><text>そして三つ目は</text><translation>And the third one is</translation><text>ってね</text><translation>You know</translation><text>二つ目は遺骨が埋葬されている場所</text><translation>The second one is where the ashes are buried</translation><text>一つ目は亡くなった場所</text><translation>The first one is where they passed away</translation><text>幽霊はね</text><translation>Ghosts are</translation><text>居場所が決まっているんです</text><translation>They have a fixed place to stay</translation>",葬儀屋さんも冗談とか言うんですか,Do funeral home staff also make jokes?,(translated English text here),mr. undertaker. you are kidding me.,Does the funeral director make jokes or something?
