absolute_path,path,coordinates,text
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/007.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/007.png,"[253, 47, 67, 121]",この度はよろしくお願いいたします
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/007.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/007.png,"[185, 28, 47, 42]",いっいえ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/007.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/007.png,"[83, 20, 58, 77]",こちらこそ！？
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/007.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/007.png,"[321, 10, 86, 93]",先生から伺ってます相川さんですよね
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[178, 1053, 38, 19]",し
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[383, 1016, 40, 49]",あ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[424, 1005, 137, 60]",ウカン・
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[313, 975, 92, 109]",ズッ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[73, 964, 104, 121]",あのなぁ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[123, 949, 19, 20]",．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[100, 830, 50, 114]",その
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[192, 829, 92, 152]",相川さんもいっぱい膨らませちゃってください！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[480, 806, 26, 36]",？
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[79, 710, 33, 54]",ぷく
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[320, 599, 91, 173]",面倒くっさい奴人に押しつけてきやがって．．．！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[653, 598, 85, 203]",なにがちょっとした手伝いだあのボンクラ教師！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[251, 591, 30, 85]",それに．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[85, 585, 68, 125]",だからたくさん風船がいるんですっ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[609, 470, 16, 16]",．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[47, 408, 40, 67]",なっ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[460, 400, 148, 123]",ＦＵＭＡＩＦＵＷＡ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[284, 361, 65, 179]",ＨＹＵＵ！：
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[584, 245, 87, 122]",風船でフワフワとカメラが宇宙へ行って．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[264, 200, 91, 148]",カメラを回収したら地球の写真が撮れてるんです！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[386, 191, 184, 123]",ＰＡＭ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[158, 25, 85, 108]",ね？すっごくワクワクしませんか？
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[681, 14, 58, 134]",以前テレビで見たんです！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/008.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/008.png,"[296, 14, 81, 152]",風船が割れてパラシュートで落ちてきて．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[611, 925, 73, 157]",確かに原理的には可能かもしれないけどな．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[71, 925, 58, 94]",それはですね．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[256, 892, 57, 169]",わざわざ自分で撮らなくたって．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[713, 675, 34, 76]",ったく
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[166, 675, 33, 59]",ああ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[493, 665, 75, 193]",地球の写真なんてネット上にいくらでも落ちてるだろ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[579, 527, 19, 21]",く
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[359, 490, 84, 93]",５０
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[217, 460, 129, 163]",あっ安かったので．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[543, 449, 34, 120]",よく写る。ス
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[89, 445, 110, 161]",宇宙でフィルム巻いてシャッターきる気か！？
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[653, 442, 82, 165]",大体なんで使い捨てカメラなんだよ！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[400, 338, 17, 22]",．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[589, 300, 44, 45]",イ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[79, 260, 95, 119]",ヘリウム入れないと風船は浮かねーよ！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[598, 163, 36, 84]",むぐっ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[305, 92, 29, 100]",．．．？
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[89, 90, 77, 109]",なにあ然としてんの！？
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[380, 27, 117, 138]",こいつ絶対バカだし
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/009.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/009.png,"[677, 22, 139, 122]",ただ空気いれた風船をいくら集めても浮くわけねーだろ！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/010.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/010.png,"[422, 786, 84, 117]",そんな風に夢を語れるのは
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/010.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/010.png,"[97, 782, 79, 149]",夢の末路を見たことがない奴だけだ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/010.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/010.png,"[645, 598, 95, 85]",これは夢への第一歩
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/010.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/010.png,"[93, 593, 130, 134]",だからどうしても自分で写真を撮りたいんです
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/010.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/010.png,"[139, 166, 104, 252]",宇宙飛行士になって丸い地球を見ることだからです
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/010.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/010.png,"[642, 151, 49, 159]",私の夢が
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/011.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/011.png,"[610, 826, 31, 34]",ッ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/011.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/011.png,"[521, 741, 94, 68]",キャ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/011.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/011.png,"[599, 699, 32, 44]",い
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/011.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/011.png,"[727, 698, 69, 177]",有人宇宙飛行なんて
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/011.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/011.png,"[356, 681, 109, 181]",後先考えないバカのすることだ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/011.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/011.png,"[562, 448, 73, 103]",リスクもコストも跳ね上がる
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/011.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/011.png,"[114, 405, 94, 155]",失敗して色んな人が苦しんだんだ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/011.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/011.png,"[653, 402, 99, 143]",大した見返りもないのにロケットに人を載せただけで
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/011.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/011.png,"[107, 168, 101, 128]",日本初の有人ロケット「あさがお」の打ち上げ失敗
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/011.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/011.png,"[231, 122, 32, 104]",十年前―
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/011.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/011.png,"[640, 115, 89, 168]",宇宙飛行士目指してるなら知ってんだろ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/012.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/012.png,"[478, 843, 54, 143]",取らなきゃいけないからな
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/012.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/012.png,"[689, 837, 51, 134]",手伝いはちゃんとするよ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/012.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/012.png,"[532, 825, 32, 68]",推薦：
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/012.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/012.png,"[209, 702, 46, 62]",＾
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/012.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/012.png,"[194, 679, 26, 26]",、
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/012.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/012.png,"[183, 625, 23, 49]",ん
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/012.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/012.png,"[84, 624, 86, 147]",てっ手伝いは．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/012.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/012.png,"[608, 346, 147, 214]",いいんです
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/012.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/012.png,"[677, 254, 22, 39]",．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/012.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/012.png,"[58, 252, 71, 144]",大切な夢ですから
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/012.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/012.png,"[408, 251, 69, 163]",それでも私にとっては
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/012.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/012.png,"[697, 212, 59, 25]",〜
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/012.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/012.png,"[615, 123, 71, 103]",こんなこと言うつもりじゃ．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/012.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/012.png,"[697, 103, 58, 74]",すっすまん
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/013.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/013.png,"[474, 817, 85, 138]",まずは感じを掴まないと．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/013.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/013.png,"[640, 813, 109, 138]",いきなり高く飛ばすのはハードル高いからな
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/013.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/013.png,"[77, 674, 72, 134]",ＧＰＳのっけて落下地点まで探しに行く
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/013.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/013.png,"[263, 620, 17, 19]",！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/013.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/013.png,"[685, 593, 70, 79]",えっそうなんですか！？
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/013.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/013.png,"[324, 589, 127, 193]",本番は気圧の減少に耐えられるでっかい風船使って高度３万メートルの成層圏だ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/013.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/013.png,"[486, 587, 54, 127]",ちゃんと話聞いてろよ！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/013.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/013.png,"[144, 587, 77, 144]",気流にだいぶ流されるだろうから
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/013.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/013.png,"[74, 294, 76, 141]",今日はただのテスト撮影って言ったろ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/013.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/013.png,"[103, 34, 62, 125]",いやいや撮れねーよ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/013.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/013.png,"[519, 21, 64, 175]",本当にカメラが飛んでます！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/013.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/013.png,"[762, 18, 35, 232]",すっごぉ〜〜い！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/013.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/013.png,"[351, 16, 106, 139]",これでもう地球の写真が撮れるなんて．．．！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/014.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/014.png,"[92, 949, 60, 119]",変な手応えが．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/014.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/014.png,"[262, 926, 40, 96]",あれ？
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/014.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/014.png,"[696, 666, 28, 93]",う．．．！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/014.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/014.png,"[161, 666, 38, 89]",なんか
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/014.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/014.png,"[382, 649, 101, 193]",俺は推薦のために仕方なく．．．！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/014.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/014.png,"[491, 537, 35, 39]",ッ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/014.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/014.png,"[565, 524, 33, 55]",ん？
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/014.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/014.png,"[681, 390, 31, 89]",相川さん
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/014.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/014.png,"[725, 378, 19, 52]",．．．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/014.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/014.png,"[436, 362, 91, 226]",バァッ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/014.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/014.png,"[548, 234, 50, 81]",おぉ．．．なるほど
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/014.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/014.png,"[41, 80, 84, 175]",ありがとうございます
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/014.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/014.png,"[661, 76, 82, 133]",今回はもうちょいしたらタコ糸引いて回収な
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/014.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/014.png,"[438, 60, 47, 147]",お手伝い
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/014.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/014.png,"[153, 30, 42, 102]",本当に
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/015.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/015.png,"[90, 711, 86, 98]",探す方がコストがかかる
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/015.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/015.png,"[258, 708, 94, 118]",それにここら辺じゃ山か野原に落ちるだけさ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/015.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/015.png,"[387, 453, 81, 141]",追いかけなきゃ．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/015.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/015.png,"[686, 442, 37, 155]",どうしよう
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/015.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/015.png,"[80, 441, 99, 108]",中身は二千円のトイカメラだし
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/015.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/015.png,"[291, 435, 58, 115]",いやいいよ別に
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/015.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/015.png,"[666, 95, 37, 85]",いー。
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/015.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/015.png,"[88, 90, 67, 109]",こりゃどうしようもねぇな．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/balloon_dream/015.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/balloon_dream/015.png,"[386, 81, 34, 96]",これは．．．
