book_title,image_path,text_ja,text_en,book_index,image_book_concat,outputs,text_translated
balloon_dream,images/balloon_dream/ja/024.jpg,とりあえず落下地点までの足は確保っと,"at least, we can get to the fall point.",4,images/balloon_dream/ja/024.jpg_4,"<text>はあっ!?</text><translation>What?!</translation><text>旅行帰りだからゆっくりしたいだぁ!?</text><translation>Since I'm back from a trip, I want to relax!</translation><text>顧問なんだから車ぐらい出しやがれ!!</text><translation>As the advisor, at least show me the car!!</translation><text>ったく</text><translation>Really.</translation><text>とりあえず落下地点までの足は確保っと</text><translation>At least make sure I can reach the landing site.</translation>",At least make sure I can reach the landing site.
balloon_dream,images/balloon_dream/ja/025.jpg,そろそろ打ち上げの準備するぞーー,we should start preparing for the launch soon.,0,images/balloon_dream/ja/025.jpg_0,"<text>そろそろ打ち上げの準備するぞーー</text><translation>Prepare for the launch soon.</translation><text>ってテンション低いなおい!!</text><translation>That's a low tension, isn't it!!</translation><text>うぅ...風邪で寝込んでたらいつの間にか打ち上げ当日</text><translation>Ugh... I was sick with the flu and now it's the day of the launch.</translation><text>結局試作機は見つかりませんでした...</text><translation>In the end, the prototype couldn't be found...</translation><text>どうしても</text><translation>Absolutely</translation><text>宇宙に上げたいものが入ってたのに...</text><translation>There was something I wanted to launch into space...</translation><text>おら</text><translation>Hey</translation><text>顔上げろよ</text><translation>Look up!</translation>",Prepare for the launch soon.
balloon_dream,images/balloon_dream/ja/025.jpg,ってテンション低いなおい!!,"hey! 
stop with the negativity!!",1,images/balloon_dream/ja/025.jpg_1,"<text>そろそろ打ち上げの準備するぞーー</text><translation>Prepare for the launch soon.</translation><text>ってテンション低いなおい!!</text><translation>That's a low tension, isn't it!!</translation><text>うぅ...風邪で寝込んでたらいつの間にか打ち上げ当日</text><translation>Ugh... I was sick with the flu and now it's the day of the launch.</translation><text>結局試作機は見つかりませんでした...</text><translation>In the end, the prototype couldn't be found...</translation><text>どうしても</text><translation>Absolutely</translation><text>宇宙に上げたいものが入ってたのに...</text><translation>There was something I wanted to launch into space...</translation><text>おら</text><translation>Hey</translation><text>顔上げろよ</text><translation>Look up!</translation>","That's a low tension, isn't it!!"
balloon_dream,images/balloon_dream/ja/025.jpg,うぅ...風邪で寝込んでたらいつの間にか打ち上げ当日,uh... it's already the day of launching while I was sick in bed...,2,images/balloon_dream/ja/025.jpg_2,"<text>そろそろ打ち上げの準備するぞーー</text><translation>Prepare for the launch soon.</translation><text>ってテンション低いなおい!!</text><translation>That's a low tension, isn't it!!</translation><text>うぅ...風邪で寝込んでたらいつの間にか打ち上げ当日</text><translation>Ugh... I was sick with the flu and now it's the day of the launch.</translation><text>結局試作機は見つかりませんでした...</text><translation>In the end, the prototype couldn't be found...</translation><text>どうしても</text><translation>Absolutely</translation><text>宇宙に上げたいものが入ってたのに...</text><translation>There was something I wanted to launch into space...</translation><text>おら</text><translation>Hey</translation><text>顔上げろよ</text><translation>Look up!</translation>",Ugh... I was sick with the flu and now it's the day of the launch.
balloon_dream,images/balloon_dream/ja/025.jpg,結局試作機は見つかりませんでした...,"in the end, I couldn't find out the prototype model...",3,images/balloon_dream/ja/025.jpg_3,"<text>そろそろ打ち上げの準備するぞーー</text><translation>Prepare for the launch soon.</translation><text>ってテンション低いなおい!!</text><translation>That's a low tension, isn't it!!</translation><text>うぅ...風邪で寝込んでたらいつの間にか打ち上げ当日</text><translation>Ugh... I was sick with the flu and now it's the day of the launch.</translation><text>結局試作機は見つかりませんでした...</text><translation>In the end, the prototype couldn't be found...</translation><text>どうしても</text><translation>Absolutely</translation><text>宇宙に上げたいものが入ってたのに...</text><translation>There was something I wanted to launch into space...</translation><text>おら</text><translation>Hey</translation><text>顔上げろよ</text><translation>Look up!</translation>","In the end, the prototype couldn't be found..."
balloon_dream,images/balloon_dream/ja/025.jpg,どうしても,There was something,4,images/balloon_dream/ja/025.jpg_4,"<text>そろそろ打ち上げの準備するぞーー</text><translation>Prepare for the launch soon.</translation><text>ってテンション低いなおい!!</text><translation>That's a low tension, isn't it!!</translation><text>うぅ...風邪で寝込んでたらいつの間にか打ち上げ当日</text><translation>Ugh... I was sick with the flu and now it's the day of the launch.</translation><text>結局試作機は見つかりませんでした...</text><translation>In the end, the prototype couldn't be found...</translation><text>どうしても</text><translation>Absolutely</translation><text>宇宙に上げたいものが入ってたのに...</text><translation>There was something I wanted to launch into space...</translation><text>おら</text><translation>Hey</translation><text>顔上げろよ</text><translation>Look up!</translation>",Absolutely
balloon_dream,images/balloon_dream/ja/025.jpg,宇宙に上げたいものが入ってたのに...,I really wanted to send up into space...,5,images/balloon_dream/ja/025.jpg_5,"<text>そろそろ打ち上げの準備するぞーー</text><translation>Prepare for the launch soon.</translation><text>ってテンション低いなおい!!</text><translation>That's a low tension, isn't it!!</translation><text>うぅ...風邪で寝込んでたらいつの間にか打ち上げ当日</text><translation>Ugh... I was sick with the flu and now it's the day of the launch.</translation><text>結局試作機は見つかりませんでした...</text><translation>In the end, the prototype couldn't be found...</translation><text>どうしても</text><translation>Absolutely</translation><text>宇宙に上げたいものが入ってたのに...</text><translation>There was something I wanted to launch into space...</translation><text>おら</text><translation>Hey</translation><text>顔上げろよ</text><translation>Look up!</translation>",There was something I wanted to launch into space...
balloon_dream,images/balloon_dream/ja/025.jpg,おら,"hey,",6,images/balloon_dream/ja/025.jpg_6,"<text>そろそろ打ち上げの準備するぞーー</text><translation>Prepare for the launch soon.</translation><text>ってテンション低いなおい!!</text><translation>That's a low tension, isn't it!!</translation><text>うぅ...風邪で寝込んでたらいつの間にか打ち上げ当日</text><translation>Ugh... I was sick with the flu and now it's the day of the launch.</translation><text>結局試作機は見つかりませんでした...</text><translation>In the end, the prototype couldn't be found...</translation><text>どうしても</text><translation>Absolutely</translation><text>宇宙に上げたいものが入ってたのに...</text><translation>There was something I wanted to launch into space...</translation><text>おら</text><translation>Hey</translation><text>顔上げろよ</text><translation>Look up!</translation>",Hey
balloon_dream,images/balloon_dream/ja/025.jpg,顔上げろよ,look up.,7,images/balloon_dream/ja/025.jpg_7,"<text>そろそろ打ち上げの準備するぞーー</text><translation>Prepare for the launch soon.</translation><text>ってテンション低いなおい!!</text><translation>That's a low tension, isn't it!!</translation><text>うぅ...風邪で寝込んでたらいつの間にか打ち上げ当日</text><translation>Ugh... I was sick with the flu and now it's the day of the launch.</translation><text>結局試作機は見つかりませんでした...</text><translation>In the end, the prototype couldn't be found...</translation><text>どうしても</text><translation>Absolutely</translation><text>宇宙に上げたいものが入ってたのに...</text><translation>There was something I wanted to launch into space...</translation><text>おら</text><translation>Hey</translation><text>顔上げろよ</text><translation>Look up!</translation>",Look up!
balloon_dream,images/balloon_dream/ja/026.jpg,これだろ,"this is it, right?",0,images/balloon_dream/ja/026.jpg_0,"<text>これだろ</text><translation>That's it, right?</translation><text>お前が入れた大事なものって</text><translation>What important thing did you put in?</translation><text>十年前に売られてた</text><translation>Sold ten years ago</translation><text>「あさがお」の限定キーホルダー</text><translation>Limited keychain of 'Asagao'</translation><text>気になったんだよ</text><translation>I was curious, you know.</translation><text>お前がそこまでこだわってんのがなんなのか</text><translation>What's the big deal about you being so particular?</translation><text>だからお前が寝込んでる間探しといてやったんだ</text><translation>So I looked for it while you were sleeping.</translation><text>まさか地球の写真撮るついでに</text><translation>Never thought you'd take photos of Earth while doing that.</translation><text>ロケットを供養しようとしてるなんてな</text><translation>You're actually trying to offer a rocket as a memorial?</translation>","That's it, right?"
balloon_dream,images/balloon_dream/ja/026.jpg,お前が入れた大事なものって,the thing that's so important to you.,1,images/balloon_dream/ja/026.jpg_1,"<text>これだろ</text><translation>That's it, right?</translation><text>お前が入れた大事なものって</text><translation>What important thing did you put in?</translation><text>十年前に売られてた</text><translation>Sold ten years ago</translation><text>「あさがお」の限定キーホルダー</text><translation>Limited keychain of 'Asagao'</translation><text>気になったんだよ</text><translation>I was curious, you know.</translation><text>お前がそこまでこだわってんのがなんなのか</text><translation>What's the big deal about you being so particular?</translation><text>だからお前が寝込んでる間探しといてやったんだ</text><translation>So I looked for it while you were sleeping.</translation><text>まさか地球の写真撮るついでに</text><translation>Never thought you'd take photos of Earth while doing that.</translation><text>ロケットを供養しようとしてるなんてな</text><translation>You're actually trying to offer a rocket as a memorial?</translation>",What important thing did you put in?
balloon_dream,images/balloon_dream/ja/026.jpg,十年前に売られてた,"it was sold ten years ago,",2,images/balloon_dream/ja/026.jpg_2,"<text>これだろ</text><translation>That's it, right?</translation><text>お前が入れた大事なものって</text><translation>What important thing did you put in?</translation><text>十年前に売られてた</text><translation>Sold ten years ago</translation><text>「あさがお」の限定キーホルダー</text><translation>Limited keychain of 'Asagao'</translation><text>気になったんだよ</text><translation>I was curious, you know.</translation><text>お前がそこまでこだわってんのがなんなのか</text><translation>What's the big deal about you being so particular?</translation><text>だからお前が寝込んでる間探しといてやったんだ</text><translation>So I looked for it while you were sleeping.</translation><text>まさか地球の写真撮るついでに</text><translation>Never thought you'd take photos of Earth while doing that.</translation><text>ロケットを供養しようとしてるなんてな</text><translation>You're actually trying to offer a rocket as a memorial?</translation>",Sold ten years ago
balloon_dream,images/balloon_dream/ja/026.jpg,「あさがお」の限定キーホルダー,"key chain of ""Asagao"". limited edition",3,images/balloon_dream/ja/026.jpg_3,"<text>これだろ</text><translation>That's it, right?</translation><text>お前が入れた大事なものって</text><translation>What important thing did you put in?</translation><text>十年前に売られてた</text><translation>Sold ten years ago</translation><text>「あさがお」の限定キーホルダー</text><translation>Limited keychain of 'Asagao'</translation><text>気になったんだよ</text><translation>I was curious, you know.</translation><text>お前がそこまでこだわってんのがなんなのか</text><translation>What's the big deal about you being so particular?</translation><text>だからお前が寝込んでる間探しといてやったんだ</text><translation>So I looked for it while you were sleeping.</translation><text>まさか地球の写真撮るついでに</text><translation>Never thought you'd take photos of Earth while doing that.</translation><text>ロケットを供養しようとしてるなんてな</text><translation>You're actually trying to offer a rocket as a memorial?</translation>",Limited keychain of 'Asagao'
balloon_dream,images/balloon_dream/ja/026.jpg,気になったんだよ,i was wondering,4,images/balloon_dream/ja/026.jpg_4,"<text>これだろ</text><translation>That's it, right?</translation><text>お前が入れた大事なものって</text><translation>What important thing did you put in?</translation><text>十年前に売られてた</text><translation>Sold ten years ago</translation><text>「あさがお」の限定キーホルダー</text><translation>Limited keychain of 'Asagao'</translation><text>気になったんだよ</text><translation>I was curious, you know.</translation><text>お前がそこまでこだわってんのがなんなのか</text><translation>What's the big deal about you being so particular?</translation><text>だからお前が寝込んでる間探しといてやったんだ</text><translation>So I looked for it while you were sleeping.</translation><text>まさか地球の写真撮るついでに</text><translation>Never thought you'd take photos of Earth while doing that.</translation><text>ロケットを供養しようとしてるなんてな</text><translation>You're actually trying to offer a rocket as a memorial?</translation>","I was curious, you know."
balloon_dream,images/balloon_dream/ja/026.jpg,お前がそこまでこだわってんのがなんなのか,why you were so passionate,5,images/balloon_dream/ja/026.jpg_5,"<text>これだろ</text><translation>That's it, right?</translation><text>お前が入れた大事なものって</text><translation>What important thing did you put in?</translation><text>十年前に売られてた</text><translation>Sold ten years ago</translation><text>「あさがお」の限定キーホルダー</text><translation>Limited keychain of 'Asagao'</translation><text>気になったんだよ</text><translation>I was curious, you know.</translation><text>お前がそこまでこだわってんのがなんなのか</text><translation>What's the big deal about you being so particular?</translation><text>だからお前が寝込んでる間探しといてやったんだ</text><translation>So I looked for it while you were sleeping.</translation><text>まさか地球の写真撮るついでに</text><translation>Never thought you'd take photos of Earth while doing that.</translation><text>ロケットを供養しようとしてるなんてな</text><translation>You're actually trying to offer a rocket as a memorial?</translation>",What's the big deal about you being so particular?
balloon_dream,images/balloon_dream/ja/026.jpg,だからお前が寝込んでる間探しといてやったんだ,So I looked for it while you were in bed.,6,images/balloon_dream/ja/026.jpg_6,"<text>これだろ</text><translation>That's it, right?</translation><text>お前が入れた大事なものって</text><translation>What important thing did you put in?</translation><text>十年前に売られてた</text><translation>Sold ten years ago</translation><text>「あさがお」の限定キーホルダー</text><translation>Limited keychain of 'Asagao'</translation><text>気になったんだよ</text><translation>I was curious, you know.</translation><text>お前がそこまでこだわってんのがなんなのか</text><translation>What's the big deal about you being so particular?</translation><text>だからお前が寝込んでる間探しといてやったんだ</text><translation>So I looked for it while you were sleeping.</translation><text>まさか地球の写真撮るついでに</text><translation>Never thought you'd take photos of Earth while doing that.</translation><text>ロケットを供養しようとしてるなんてな</text><translation>You're actually trying to offer a rocket as a memorial?</translation>",So I looked for it while you were sleeping.
balloon_dream,images/balloon_dream/ja/026.jpg,まさか地球の写真撮るついでに,"it never occurred to me that aside from taking pictures of the earth,",7,images/balloon_dream/ja/026.jpg_7,"<text>これだろ</text><translation>That's it, right?</translation><text>お前が入れた大事なものって</text><translation>What important thing did you put in?</translation><text>十年前に売られてた</text><translation>Sold ten years ago</translation><text>「あさがお」の限定キーホルダー</text><translation>Limited keychain of 'Asagao'</translation><text>気になったんだよ</text><translation>I was curious, you know.</translation><text>お前がそこまでこだわってんのがなんなのか</text><translation>What's the big deal about you being so particular?</translation><text>だからお前が寝込んでる間探しといてやったんだ</text><translation>So I looked for it while you were sleeping.</translation><text>まさか地球の写真撮るついでに</text><translation>Never thought you'd take photos of Earth while doing that.</translation><text>ロケットを供養しようとしてるなんてな</text><translation>You're actually trying to offer a rocket as a memorial?</translation>",Never thought you'd take photos of Earth while doing that.
balloon_dream,images/balloon_dream/ja/026.jpg,ロケットを供養しようとしてるなんてな,you were planning memorialize and pray for the rocket,8,images/balloon_dream/ja/026.jpg_8,"<text>これだろ</text><translation>That's it, right?</translation><text>お前が入れた大事なものって</text><translation>What important thing did you put in?</translation><text>十年前に売られてた</text><translation>Sold ten years ago</translation><text>「あさがお」の限定キーホルダー</text><translation>Limited keychain of 'Asagao'</translation><text>気になったんだよ</text><translation>I was curious, you know.</translation><text>お前がそこまでこだわってんのがなんなのか</text><translation>What's the big deal about you being so particular?</translation><text>だからお前が寝込んでる間探しといてやったんだ</text><translation>So I looked for it while you were sleeping.</translation><text>まさか地球の写真撮るついでに</text><translation>Never thought you'd take photos of Earth while doing that.</translation><text>ロケットを供養しようとしてるなんてな</text><translation>You're actually trying to offer a rocket as a memorial?</translation>",You're actually trying to offer a rocket as a memorial?
balloon_dream,images/balloon_dream/ja/027.jpg,あああっあいかわしゃん...,AAA Aikawa- shan...,0,images/balloon_dream/ja/027.jpg_0,"<text>あああっあいかわしゃん...</text><translation>Oh, oh, oh, Aikawa-san...</translation><text>ほらっ</text><translation>Look!</translation><text>載っけてやるからさっさと準備するぞ!</text><translation>I'll carry you, so hurry up and get ready!</translation><text>俺にとっても...</text><translation>It's important to me too...</translation><text>大事なものなんだよ</text><translation>It's something important.</translation><text>...ひとつ</text><translation>...one thing</translation><text>聞かせてくれ</text><translation>Please tell me.</translation><text>あのキーホルダー持ってるってことは</text><translation>That means you have that keychain.</translation><text>お前も見てたんだろ</text><translation>You must have seen it too.</translation><text>「あさがお」が落ちるところ</text><translation>Where 'Asagao' falls.</translation><text>どうして平然と</text><translation>Why are you so calm?</translation><text>宇宙飛行士になりたいなんて言えるんだよ</text><translation>How can you say you want to become an astronaut?</translation>","Oh, oh, oh, Aikawa-san..."
balloon_dream,images/balloon_dream/ja/027.jpg,ほらっ,come on!,1,images/balloon_dream/ja/027.jpg_1,"<text>あああっあいかわしゃん...</text><translation>Oh, oh, oh, Aikawa-san...</translation><text>ほらっ</text><translation>Look!</translation><text>載っけてやるからさっさと準備するぞ!</text><translation>I'll carry you, so hurry up and get ready!</translation><text>俺にとっても...</text><translation>It's important to me too...</translation><text>大事なものなんだよ</text><translation>It's something important.</translation><text>...ひとつ</text><translation>...one thing</translation><text>聞かせてくれ</text><translation>Please tell me.</translation><text>あのキーホルダー持ってるってことは</text><translation>That means you have that keychain.</translation><text>お前も見てたんだろ</text><translation>You must have seen it too.</translation><text>「あさがお」が落ちるところ</text><translation>Where 'Asagao' falls.</translation><text>どうして平然と</text><translation>Why are you so calm?</translation><text>宇宙飛行士になりたいなんて言えるんだよ</text><translation>How can you say you want to become an astronaut?</translation>",Look!
balloon_dream,images/balloon_dream/ja/027.jpg,載っけてやるからさっさと準備するぞ!,"i'll include the key chain in the measurement, so hurry up and get ready!",2,images/balloon_dream/ja/027.jpg_2,"<text>あああっあいかわしゃん...</text><translation>Oh, oh, oh, Aikawa-san...</translation><text>ほらっ</text><translation>Look!</translation><text>載っけてやるからさっさと準備するぞ!</text><translation>I'll carry you, so hurry up and get ready!</translation><text>俺にとっても...</text><translation>It's important to me too...</translation><text>大事なものなんだよ</text><translation>It's something important.</translation><text>...ひとつ</text><translation>...one thing</translation><text>聞かせてくれ</text><translation>Please tell me.</translation><text>あのキーホルダー持ってるってことは</text><translation>That means you have that keychain.</translation><text>お前も見てたんだろ</text><translation>You must have seen it too.</translation><text>「あさがお」が落ちるところ</text><translation>Where 'Asagao' falls.</translation><text>どうして平然と</text><translation>Why are you so calm?</translation><text>宇宙飛行士になりたいなんて言えるんだよ</text><translation>How can you say you want to become an astronaut?</translation>","I'll carry you, so hurry up and get ready!"
balloon_dream,images/balloon_dream/ja/027.jpg,俺にとっても...,It's something very important ,3,images/balloon_dream/ja/027.jpg_3,"<text>あああっあいかわしゃん...</text><translation>Oh, oh, oh, Aikawa-san...</translation><text>ほらっ</text><translation>Look!</translation><text>載っけてやるからさっさと準備するぞ!</text><translation>I'll carry you, so hurry up and get ready!</translation><text>俺にとっても...</text><translation>It's important to me too...</translation><text>大事なものなんだよ</text><translation>It's something important.</translation><text>...ひとつ</text><translation>...one thing</translation><text>聞かせてくれ</text><translation>Please tell me.</translation><text>あのキーホルダー持ってるってことは</text><translation>That means you have that keychain.</translation><text>お前も見てたんだろ</text><translation>You must have seen it too.</translation><text>「あさがお」が落ちるところ</text><translation>Where 'Asagao' falls.</translation><text>どうして平然と</text><translation>Why are you so calm?</translation><text>宇宙飛行士になりたいなんて言えるんだよ</text><translation>How can you say you want to become an astronaut?</translation>",It's important to me too...
balloon_dream,images/balloon_dream/ja/027.jpg,大事なものなんだよ,"for me, too...",4,images/balloon_dream/ja/027.jpg_4,"<text>あああっあいかわしゃん...</text><translation>Oh, oh, oh, Aikawa-san...</translation><text>ほらっ</text><translation>Look!</translation><text>載っけてやるからさっさと準備するぞ!</text><translation>I'll carry you, so hurry up and get ready!</translation><text>俺にとっても...</text><translation>It's important to me too...</translation><text>大事なものなんだよ</text><translation>It's something important.</translation><text>...ひとつ</text><translation>...one thing</translation><text>聞かせてくれ</text><translation>Please tell me.</translation><text>あのキーホルダー持ってるってことは</text><translation>That means you have that keychain.</translation><text>お前も見てたんだろ</text><translation>You must have seen it too.</translation><text>「あさがお」が落ちるところ</text><translation>Where 'Asagao' falls.</translation><text>どうして平然と</text><translation>Why are you so calm?</translation><text>宇宙飛行士になりたいなんて言えるんだよ</text><translation>How can you say you want to become an astronaut?</translation>",It's something important.
balloon_dream,images/balloon_dream/ja/027.jpg,...ひとつ,let me know,5,images/balloon_dream/ja/027.jpg_5,"<text>あああっあいかわしゃん...</text><translation>Oh, oh, oh, Aikawa-san...</translation><text>ほらっ</text><translation>Look!</translation><text>載っけてやるからさっさと準備するぞ!</text><translation>I'll carry you, so hurry up and get ready!</translation><text>俺にとっても...</text><translation>It's important to me too...</translation><text>大事なものなんだよ</text><translation>It's something important.</translation><text>...ひとつ</text><translation>...one thing</translation><text>聞かせてくれ</text><translation>Please tell me.</translation><text>あのキーホルダー持ってるってことは</text><translation>That means you have that keychain.</translation><text>お前も見てたんだろ</text><translation>You must have seen it too.</translation><text>「あさがお」が落ちるところ</text><translation>Where 'Asagao' falls.</translation><text>どうして平然と</text><translation>Why are you so calm?</translation><text>宇宙飛行士になりたいなんて言えるんだよ</text><translation>How can you say you want to become an astronaut?</translation>",...one thing
balloon_dream,images/balloon_dream/ja/027.jpg,聞かせてくれ,one thing,6,images/balloon_dream/ja/027.jpg_6,"<text>あああっあいかわしゃん...</text><translation>Oh, oh, oh, Aikawa-san...</translation><text>ほらっ</text><translation>Look!</translation><text>載っけてやるからさっさと準備するぞ!</text><translation>I'll carry you, so hurry up and get ready!</translation><text>俺にとっても...</text><translation>It's important to me too...</translation><text>大事なものなんだよ</text><translation>It's something important.</translation><text>...ひとつ</text><translation>...one thing</translation><text>聞かせてくれ</text><translation>Please tell me.</translation><text>あのキーホルダー持ってるってことは</text><translation>That means you have that keychain.</translation><text>お前も見てたんだろ</text><translation>You must have seen it too.</translation><text>「あさがお」が落ちるところ</text><translation>Where 'Asagao' falls.</translation><text>どうして平然と</text><translation>Why are you so calm?</translation><text>宇宙飛行士になりたいなんて言えるんだよ</text><translation>How can you say you want to become an astronaut?</translation>",Please tell me.
balloon_dream,images/balloon_dream/ja/027.jpg,あのキーホルダー持ってるってことは,the fact that you have that key chain,7,images/balloon_dream/ja/027.jpg_7,"<text>あああっあいかわしゃん...</text><translation>Oh, oh, oh, Aikawa-san...</translation><text>ほらっ</text><translation>Look!</translation><text>載っけてやるからさっさと準備するぞ!</text><translation>I'll carry you, so hurry up and get ready!</translation><text>俺にとっても...</text><translation>It's important to me too...</translation><text>大事なものなんだよ</text><translation>It's something important.</translation><text>...ひとつ</text><translation>...one thing</translation><text>聞かせてくれ</text><translation>Please tell me.</translation><text>あのキーホルダー持ってるってことは</text><translation>That means you have that keychain.</translation><text>お前も見てたんだろ</text><translation>You must have seen it too.</translation><text>「あさがお」が落ちるところ</text><translation>Where 'Asagao' falls.</translation><text>どうして平然と</text><translation>Why are you so calm?</translation><text>宇宙飛行士になりたいなんて言えるんだよ</text><translation>How can you say you want to become an astronaut?</translation>",That means you have that keychain.
balloon_dream,images/balloon_dream/ja/027.jpg,お前も見てたんだろ,you must have saw it too...,8,images/balloon_dream/ja/027.jpg_8,"<text>あああっあいかわしゃん...</text><translation>Oh, oh, oh, Aikawa-san...</translation><text>ほらっ</text><translation>Look!</translation><text>載っけてやるからさっさと準備するぞ!</text><translation>I'll carry you, so hurry up and get ready!</translation><text>俺にとっても...</text><translation>It's important to me too...</translation><text>大事なものなんだよ</text><translation>It's something important.</translation><text>...ひとつ</text><translation>...one thing</translation><text>聞かせてくれ</text><translation>Please tell me.</translation><text>あのキーホルダー持ってるってことは</text><translation>That means you have that keychain.</translation><text>お前も見てたんだろ</text><translation>You must have seen it too.</translation><text>「あさがお」が落ちるところ</text><translation>Where 'Asagao' falls.</translation><text>どうして平然と</text><translation>Why are you so calm?</translation><text>宇宙飛行士になりたいなんて言えるんだよ</text><translation>How can you say you want to become an astronaut?</translation>",You must have seen it too.
balloon_dream,images/balloon_dream/ja/027.jpg,「あさがお」が落ちるところ,"when the ""asagao"" fell",9,images/balloon_dream/ja/027.jpg_9,"<text>あああっあいかわしゃん...</text><translation>Oh, oh, oh, Aikawa-san...</translation><text>ほらっ</text><translation>Look!</translation><text>載っけてやるからさっさと準備するぞ!</text><translation>I'll carry you, so hurry up and get ready!</translation><text>俺にとっても...</text><translation>It's important to me too...</translation><text>大事なものなんだよ</text><translation>It's something important.</translation><text>...ひとつ</text><translation>...one thing</translation><text>聞かせてくれ</text><translation>Please tell me.</translation><text>あのキーホルダー持ってるってことは</text><translation>That means you have that keychain.</translation><text>お前も見てたんだろ</text><translation>You must have seen it too.</translation><text>「あさがお」が落ちるところ</text><translation>Where 'Asagao' falls.</translation><text>どうして平然と</text><translation>Why are you so calm?</translation><text>宇宙飛行士になりたいなんて言えるんだよ</text><translation>How can you say you want to become an astronaut?</translation>",Where 'Asagao' falls.
balloon_dream,images/balloon_dream/ja/027.jpg,どうして平然と,"how, without hesitation",10,images/balloon_dream/ja/027.jpg_10,"<text>あああっあいかわしゃん...</text><translation>Oh, oh, oh, Aikawa-san...</translation><text>ほらっ</text><translation>Look!</translation><text>載っけてやるからさっさと準備するぞ!</text><translation>I'll carry you, so hurry up and get ready!</translation><text>俺にとっても...</text><translation>It's important to me too...</translation><text>大事なものなんだよ</text><translation>It's something important.</translation><text>...ひとつ</text><translation>...one thing</translation><text>聞かせてくれ</text><translation>Please tell me.</translation><text>あのキーホルダー持ってるってことは</text><translation>That means you have that keychain.</translation><text>お前も見てたんだろ</text><translation>You must have seen it too.</translation><text>「あさがお」が落ちるところ</text><translation>Where 'Asagao' falls.</translation><text>どうして平然と</text><translation>Why are you so calm?</translation><text>宇宙飛行士になりたいなんて言えるんだよ</text><translation>How can you say you want to become an astronaut?</translation>",Why are you so calm?
balloon_dream,images/balloon_dream/ja/027.jpg,宇宙飛行士になりたいなんて言えるんだよ,can you say you want to be an astronaut?,11,images/balloon_dream/ja/027.jpg_11,"<text>あああっあいかわしゃん...</text><translation>Oh, oh, oh, Aikawa-san...</translation><text>ほらっ</text><translation>Look!</translation><text>載っけてやるからさっさと準備するぞ!</text><translation>I'll carry you, so hurry up and get ready!</translation><text>俺にとっても...</text><translation>It's important to me too...</translation><text>大事なものなんだよ</text><translation>It's something important.</translation><text>...ひとつ</text><translation>...one thing</translation><text>聞かせてくれ</text><translation>Please tell me.</translation><text>あのキーホルダー持ってるってことは</text><translation>That means you have that keychain.</translation><text>お前も見てたんだろ</text><translation>You must have seen it too.</translation><text>「あさがお」が落ちるところ</text><translation>Where 'Asagao' falls.</translation><text>どうして平然と</text><translation>Why are you so calm?</translation><text>宇宙飛行士になりたいなんて言えるんだよ</text><translation>How can you say you want to become an astronaut?</translation>",How can you say you want to become an astronaut?
balloon_dream,images/balloon_dream/ja/028.jpg,色んな人の夢だった「あさがお」は,"""Asagao"" was a dream for many people",0,images/balloon_dream/ja/028.jpg_0,"<text>色んな人の夢だった「あさがお」は</text><translation>The dream of many people, 'Asagao'</translation><text>蝋で固めたまがい物の翼だった</text><translation>The wing was made of wax and was a fake</translation><text>あんなの見たら不安になるだろ</text><translation>Seeing that would make you anxious, right?</translation><text>失敗したらすべて失っちまう</text><translation>If you fail, you'll lose everything</translation><text>恐いだろ普通...</text><translation>It's scary, right? Ordinary...</translation><text>挫折とか</text><translation>Failure,挫折...</translation><text>後悔とか</text><translation>Regret, 后悔...</translation><text>自分の翼が</text><translation>My own wing</translation><text>偽物だったらどうしようとか</text><translation>What should I do if it's a fake?</translation>","The dream of many people, 'Asagao'"
balloon_dream,images/balloon_dream/ja/028.jpg,蝋で固めたまがい物の翼だった,but it couldn't fly. It's wings were made of wax.,1,images/balloon_dream/ja/028.jpg_1,"<text>色んな人の夢だった「あさがお」は</text><translation>The dream of many people, 'Asagao'</translation><text>蝋で固めたまがい物の翼だった</text><translation>The wing was made of wax and was a fake</translation><text>あんなの見たら不安になるだろ</text><translation>Seeing that would make you anxious, right?</translation><text>失敗したらすべて失っちまう</text><translation>If you fail, you'll lose everything</translation><text>恐いだろ普通...</text><translation>It's scary, right? Ordinary...</translation><text>挫折とか</text><translation>Failure,挫折...</translation><text>後悔とか</text><translation>Regret, 后悔...</translation><text>自分の翼が</text><translation>My own wing</translation><text>偽物だったらどうしようとか</text><translation>What should I do if it's a fake?</translation>",The wing was made of wax and was a fake
balloon_dream,images/balloon_dream/ja/028.jpg,あんなの見たら不安になるだろ,didn't you feel afraid,2,images/balloon_dream/ja/028.jpg_2,"<text>色んな人の夢だった「あさがお」は</text><translation>The dream of many people, 'Asagao'</translation><text>蝋で固めたまがい物の翼だった</text><translation>The wing was made of wax and was a fake</translation><text>あんなの見たら不安になるだろ</text><translation>Seeing that would make you anxious, right?</translation><text>失敗したらすべて失っちまう</text><translation>If you fail, you'll lose everything</translation><text>恐いだろ普通...</text><translation>It's scary, right? Ordinary...</translation><text>挫折とか</text><translation>Failure,挫折...</translation><text>後悔とか</text><translation>Regret, 后悔...</translation><text>自分の翼が</text><translation>My own wing</translation><text>偽物だったらどうしようとか</text><translation>What should I do if it's a fake?</translation>","Seeing that would make you anxious, right?"
